num	name	element	str3	utc	tc	journal
12279	(Bi,Sr)2Sr2(Ca,Sm)2Cu3Oz	Bi1.6Pb0.4Sr2Ca1.995Sm0.005Cu3Oz	Bi2223	K	93.3	Physica C, 423(2005)119
5803	Bi2 Sr2 Ca Cu2 O8 Ix	Bi2Sr2Ca1Cu2I0.4O8.242	Bi2212	K	56.7	Physica C.,245(1995)332-340
157136	SrNiGe3	Sr1Ni1Ge3	BaNiSn3	K	0.46	J.Alloys Compd, 694(2017)439
5407	(Ca,Na)2CuO2Cl2	Ca1.808Cu0.904Cl1.904Na0.096O2.192		K	26.0	Nature.371(1994) 139-141
101418	Hg3Mg1	Hg3Mg1	Mn5Si3	K	0.48	J.PHYS.CHEM.SOLIDS,27(1966)1081
158917	Ca3Ir4Sn13	Ca3Ir4Sn13		K	5.0	Phys. Rev. B101 (2020)104511
140116	(Ta,Mo)C	Ta0.6Mo0.4C1		K	8.67	PHYS.REV.,159(1967)327
154555	CeIrIn5-xSnx	Ce1Ir1In4.986Sn0.014	HoCoGa5	K	0.8	Phys.Rev.B, 89(2014)041101
330	Gd(Ba,Sr)2Cu3O7	Gd1Ba1.6Sr0.4Cu3OX	Y123	K	92.4	SOLID STATE COMMUN.,66(1988)715
131369	LiTi2O4	Li1Ti2O4	spinel	K	10.7	SOLID STATE COMMUN,74(1990)621
7346	(Bi,Pb)2Sr2(Ca,Nd)Cu2O8	Bi1.7Pb0.3Sr2Ca0.96Y0.04Cu2O8.06	Bi2212	K	78.5	Supercond.Sci.Technol.9(1996)93
7119	(Yb,Ca)Ba2Cu3O7	Y0.9Ca0.1Ba2Cu4O8	Y123	K	80.8	J.Appl.Phys.Lett.35(1996)L974
20302		Tl0.115Pb0.104Sr1.6Ba0.4Ca2Cu3Ag0.4Oz	Tl1212	K	88.0	Mater.Res.Bull., 30(1995)1243-1248
30037	Cu(Ba,Sr)2(Yb,Ca)Cu2Oz	Bi1.6Sr0.4Yb0.65Ca0.35Cu3O6.075	Cu1212	K	43.0	Phys.Rev.B,60(1999)4378
12708	HgBa2(Ca,Sr)Cu2O6	Hg1Ba2Ca0.86Sr0.14Cu2O6-Z	Hg1212	K	116.0	Phys.Rev.B,53(1996)9460
150645	(Mg,Li)B2	Mg0.9Li0.1B2	AlB2	K	35.55	Phys.Rev., 77(2008)214507
402	YBa2(Cu,Zn)3O7	Y1Ba2Cu2.85Zn0.15OX	Y123	K	38.0	SOLID STATE COMMUN.,66(1988)413
157244	Mo(Te,Se)2	Mo1Te1.6Se0.4		K	2.14	Phys.Rev.B, 95(2017)100501
40441	La3(Ca,Cd)Ba3Cu7Oz	La3Ca0.9Cd0.1Ba3Cu7O16.611	3137	K	77.5	Physica C, 434(2006)141
150106	Mo3Sb7	Mo3Sb7	Ir3Ge7	K	2.25	Supercond.Sci.Technol., 19(2006)573
100009	Ag7O8(BF4) 	Ag7F4O8B1		K	0.15	PHYS.REV.LETT.,17(1966)917
156607	SrPt4Ge12	Sr1Pt4Ge12	skutterudite	K	5.1	Phys.Rev.B, 92(2015)220503
6661	(Y,Pr)Ba2Cu3Oz	Y0.85Pr0.15Ba2Cu3O6.65	Y123	K	52.9	Physica.C,263(1996)336-339
12082	YBa2Cu3O7	Y1Ba2Cu3O6.9	Y123	K	92.5	Phys.Rev.B, 71(2005)104503
100856	C1Tc1	C1Tc1		K	3.85	J.Less-Common Metals, 11(1966)455
32330	(La,Nd,Sr,Ba)2CuOz	La1.812Nd0.038Sr0.026Ba0.124Cu1O4	T	K	31.1	Phys.Rev.Lett.,83(1999)3289-3292
10089	YBa2(Cu,Ga,Ni)3O7	Y1Ba2Cu2.85Ga0.025Ni0.124O7-z	Y123	K	74.4	Phys.Rev.B,50(1994) 13744
43076	(M)0.255TaS2	M0.255Ta1S2	TX2	K	3.15	J.Chem.Phys., 55(1971)3525
4144	Bi2212-film	Bi2Pb1Sr2Ca2Cu4OZ		K	65.0	Physica B, 165(1990)1601
103678		Si21.75V69.43		K	16.2	PRENUM PRESS 1973
9614	YBa2Cu3Oz	Y1Ba2Cu3O6.45	Y123	K	47.3	Phys.Rev.Lett., 86(2001)496
150039	PuRhGa5	Pu1Rh1Ga5	HoCoGa5	K	9.0	Phys.Rev.B, 75(2007)184501
155277	ThPt2Ge2	Th1Pt2Ge2	CaBe2Ge2	K	1.1	Solid State Commun., 52(1984)797
120016	HfOsP	Hf1Os1P1	Fe2P	K	5.53	Proc.Natl.Acad.Sci.USA, 77(1980)3132
153775	(Ca,Na)Fe2As2	Ca0.5Na0.5Fe2As2	ThCr2Si2	K	19.4	Phys.Rev.B, 86(2012)144509
7932	(Pb,Cu)(Sr,La)CuOz	Pb0.6Cu0.4Sr1La1Cu1O5.21	Pb1201	K	25.1	Physica.C,268(1996)95-99
155217	(Ca1-xLax)(Pt3As8)(FeAs)10	Ca8.87La1.13Pt3Fe10As18		K	32.8	Solid State Commun., 201(2015)36
7453	CaBaLa(Cu,Zn)3O7	Ca1La1Ba1Cu2.91Zn0.09O7	Y123	K	20.0	Mod.Phys.Lett.B(1996)619
3195	Nd2Cu(O,F)4	Nd2Cu1F0.3O3.7	T'	K	27.0	PHYSICA C,179(1991)131
151529	2H-TaS2	Ta1S2		K	0.8	Phys.Rev.B, 15(1977)2943
103928		Cr2Ru1	sigma-CrFe	K	2.02	PRENUM PRESS 1973
158920	NbC	Nb1C1	NaCl	K	7.0	Phys. Rev. B101 (2020)115422
112407	(Nb,Ti)Nx	Nb0.5Ti0.5N0.95	NaCl	K	15.1	J.APPL.PHYS.,38(1967)2268
101630	La1Mg2	La1Mg2	MgCu2(Laves)	K	1.05	J.PHYS.CHEM.SOLIDS,28(1967)569
33941	(Bi,Pb)(Sr,La)CuOz	Bi1.6Pb0.4Sr1.6La0.4Cu1Oz	Bi2201	K	34.8	Physica C, 390(2003)75
6012		Hg0.6Pb0.4Ba2Ca2Cu3O8.4	Hg1223	K	120.0	Physica C.,246(1995)207-215
158128	Eu3-xSrxBi2S4F4	Eu2.5Sr0.5Bi2S4F4		K	0.87	Supercond.Sci.Technol., 30(2017)015005
20208	YBa2Cu2Cu3O7	Y0.9Ba2Cu3O6.58	Y123	K	93.4	Neorganicheskie materialy, 33(1997)732-736
34352	Hg2BaSrYCu2O8	Hg2Ba1Sr1Y1Cu2O8-z	Hg2212	K	32.0	Physica C, 402(2004)152
109753	Fe	Fe1		K	2.0	Nature 412(2001)316
106199	(NaH)4C60	Na4H4C60	fullerene	K	15.0	Solid State Commun.99(1996)479-489
34259	(La,Sr,Na)2CuO4	La1.7Sr0.15Na0.15Cu1O4	T	K	37.0	Phys.Rev.B, 68(2003)174505
151621	Sr2RuO4	Sr2Ru1O4	Sr2RuO4	K	1.5	Phys.Rev.Lett., 89(2002)166402
113072	Ta1-xRex	Re0.15Ta0.85		K	0.75	J.PHYS.SOC.JAPAN,28(1970)380
120103	(Y,Th)2C3	Y0.8Th1.2C2.7	Pu2C3	K	15.1	J.Less-Common Metals, 19(1969)113
108053	(Nb,W)3Al	Nb2.895W0.105Al1	Cr3Si(A15)	K	16.0	J.Low Temp.Phys., 56(1984)51
3024	(La,Ba)2CuO4	La1.88Ba0.12Cu1O4	T	K	9.5	SOLID STATE COMMUN.,78(1991)511
5285	(Pr,Ce)2CuO4	Pr1.85Ce0.15Cu1O4	T'	K	19.5	J.Superconductivity,7(1994)813
100467	Ba1	Ba1		K	5.1	ZH.EKSP.TEOR.FIZ.,61(1971)2357, Soviet Physics JETP, 34(1972)1263
150313	(Ca,Na)2CuO2Cl2	Ca1.85Na0.15Cu1Cl2O2	T	K	23.45	Phys.Rev.B, 76(2007)094505
151016	(Ba,K)BiO3	Ba0.7K0.6Bi1O3	BKBO	K	29.35	Physica C, 157(1989)469
1609	Tl2Ba2CaCu2O8	Tl2Ba2Ca1Cu2O8	Tl2212	K	113.1	PHYSICA C,156(1988)113
156316	(La,Y)FeAsO0.7	La0.8Y0.2Fe1As1O0.7	oxypnictide	K	34.0	J.Phys.Soc.Jpn, 79(2010)103703
151585	Ba(Fe,Co)2As2	Ba1Fe1.84Co0.16As2	ThCr2Si2	K	22.0	Physica C, 469(2009)350
131328	delta-MoN	Mo1N1		K	15.1	SOLID STATE COMMUN.,63(1987)141
156820	(Bi,Mn)4O4S3	Bi3.9Mn0.1S3O4		K	4.75	Phys.Rev.B, 94(2016)064522
7452	CaBaLa(Cu,Zn)3O7	Ca1La1Ba1Cu2.85Zn0.045O7	Y123	K	55.0	Mod.Phys.Lett.B(1996)619
150280	gamma'-Er5Os4Si15	Er5Os4Si15		K	5.5	Physica C, 162-164(1989)407
150820	Bi(V)	Bi1		K	8.3	Z.Phys., 195(1966)228
32232	YBa2Cu3Oz	Y1Ba2Cu3OZ	Y123	K	90.0	Phys.Rev.Lett.,81(1998)2542-2545
158129	Eu3-xSrxBi2S4F4	Eu2Sr1Bi2S4F4		K	0.48	Supercond.Sci.Technol., 30(2017)015005
111760	Ca(Al,Ga)Si	Ca1Al0.8Ga0.2Si1	AlB2	K	5.6	Physica C, 406(2004)15
100852	C1.35Ru0.1Y0.9	C1.35Ru0.1Y0.9	Pu2C3	K	11.2	J.LESS-COMMON METALS, 19(1969)113
4504	(Bi,Pb)2Sr2Ca2Cu3O10	Bi1.7Pb0.3Sr2Ca2Cu3O10+z		K	105.0	PHYSICA C,216(1993)169
158217	Ce(Co,Pt)In5	Ce1Co0.96Pt0.04In5	HoCoGa5	K	1.76	Phys.Rev.Lett., 109(2012)186402
111389	Mg(B,C)2	Mg1B1.95C0.05	AlB2	K	38.0	Physica C, 390(2003)185
33228	Bi2Ca3Cu4O8(O,F)2	Ba2Ca3Cu4F1.2O8.2+z	234	K	101.0	Physica C, 366(2001)43
158111	T'-La1.8Eu0.2Cu1-xZnxO3.5	La1.8Eu0.2Cu0.99Zn0.01O3.5	T'	K	14.0	J.Phys.Soc.Jpn, 87(2018)094717
102295	Ti1V1	Ti1V1		K	6.09	PHYS.REV.,131(1963)140
19219	YBa2Cu3O7z	Y1Ba2Cu3O7-Z	Y123	K	87.0	Phys.Rev.B,58(1998)14581
150956	(La,Ca)2CuO4	La1.9Ca0.1Cu1O4	T	K	19.5	Physica C, 185-189(1991)1345
140057	Sn(As,Te)	Sn0.97As0.007Te0.993		K	0.038	PHYS.REV.,169(1968)388
153577	K0.74Fe1.66Se2	K0.74Fe1.66Se2	ThCr2Si2	K	31.0	Phys.Rev.B, 85(2012)100501
8470		Bi2Sr2Ca1Cu2O8.293	Bi2212	K	87.5	Physica.C,307(1998)265-270
111076	CeCoIn5	Ce1Co1In5	HoCoGa5	K	2.2	J.Phys.Soc.Jpn, 71(2002)162
152905	Ce(O,F)Fe(As,P)	Ce1Fe1As0.85P0.15F0.05O0.95	oxypnictide	K	21.8	J.Phys.Chem. Solids, 72(2011)430
11328	(Y,Pr,Ca)Ba2Cu3O7-d	Y0.7Pr0.2Ca0.1Ba2Cu3O7-d	Y123	K	58.0	Phys,Rev.B.,51(1995)11848-11859
110244		Y1Rh1.1Sn3.1		K	1.3	Springer-Verlag, 1982,
152190	Fe(Te,S)	Fe1Te0.8S0.2	PbO	K	4.5	Phys.Rev.B, 81(2010)214510
6180	TlBaSrCaCu2O7	Tl1Ba1Sr1Ca1Cu2O7	Tl1212	K	80.0	Physica C,250(1995)235-239
1871	YBa2(Cu,Zn)3O7	Y1Ba2Cu2.94Zn0.06O6.76	Y123	K	41.1	PHYSICA C,170(1990)307
11325	(Y,Pr)Ba2Cu3O7-d	Y0.5Pr0.5Ba2Cu3O7-d	Y123	K	32.7	Phys,Rev.B.,51(1995)11848-11859
150069	(La,Sr)2CuO4	La1.94Sr0.06Cu1O4	T	K	8.0	J.Phys.Condens.Matter, 10(1998)9055
9253	(La,Ba)2CuO4	La1.86Ba0.14Cu1O4	T	K	12.7	PHYSICA C,203(1992)240
151252	(Sn,In)Te	Sn0.949In0.051Te1		K	1.653	Phys.Rev.B, 79(2009)024520
908	Bi2(Sr,La)2CaCu2O8	Bi2Sr1.8La0.2Ca1Cu2O8+X	Bi2212	K	85.0	PHYSICA C.,159(1989)105
1659	Y(Ba,Sr)2Cu3O7	Y1Ba1.4Sr0.6Cu3O6.8	Y123	K	86.0	PHYS.REV.BA,41(1990)11209
157216	(Ba,Na)Fe2As2	Ba0.4Na0.6Fe2As2	ThCr2Si2	K	28.7	Phys.Rev.B, 88(2013)094510
10255	YbBa2(Cu,Ga)O7-y	Yb1Ba2Cu2.9Ga0.1O7-y	Y123	K	90.0	Phys.Rev.B, 50(1994)1223
111243	(Lu,Dy)Ni2B2C	Lu0.1Dy0.9Ni2B2C1	LuNi2B2C	K	2.47	Phys.Lev.Lett.,77(1998)163
152575	Nd(O,F)FeAs	Nd1Fe0.5Ru0.5As1F0.11O0.89	oxypnictide	K	14.5	J.Phys.Soc.Jpn, 79(2010)023702
34348	NaxCoO2/yH2O	Na0.3Co1H2.6O3.3		K	4.3	Nature, 424(2003)527
156954	NaxMyFe2(Se,Te)2	Na0.45M0.3Fe2Se1.2Te0.8		K	39.6	Phys.Rev.B, 90(2014)214508
8062	(Y,Ca,Sr)(Sr,Ba)2(Cu,SO4)3Oz	Y0.74Ca0.16Sr1.6Ba0.5Cu2.78S0.22O7	Y123	K	54.9	PHYSICA C,213(1993)14
8614	TlBa2CdxCu3Oz	Tl2Ba2Ca2Cd0.2Cu3OZ	Tl2223	K	125.5	Phys.Lett.A,240(1998)253
120065	Y5Ir4Ge10	Y5Ir4Ge10	Sc5Co4Si10	K	2.76	Phys.Rev.B, 33(1986)5062
12851	(La,Nd,Sr)2CuO4	La1.785Nd0.1Sr0.115Cu1O4	T	K	27.0	Phys.Rev.B,53(1996)11324
8279	(Tl,Pb)Sr4Cu2(CO3,NO3)O7	Tl0.5Pb0.5Sr4Cu2C0.9N0.1O7	Tl1222	K	76.0	J.Superconductivity,11(1998)123
5777	(Y,Ca)Sr2 Ga Cu2 O7	Y0.65Ca0.35Sr2Ga1Cu2O7	Y123	K	27.0	J.Supercomductivity.,8(1995)21-25
153025	KxFey(Se,S)2	Nb0.76Fe1.61Se0.96S1.04	2H-NbSe2	K	18.0	cond-mat/1104.2318
155521	KFe2As2	K1Fe2As2	ThCr2Si2	K	3.1	Phys.Rev.B, 91(2015)054511
155602	alpha-Rb0.22TiNBr	Rb0.22Ti1N1Br1		K	16.3	Supercond.Sci.Technol., 26(2013)122001
11065	(Y, Pr)(Ba,Sr)2Cu3O7-d	Y0.6Pr0.4Ba1Sr1Cu3O6.89	Y123	K	53.0	Phys.Rev.B,51(1995)16444
154177	CuxIrTe2	Cu0.1Ir1Te2	CdI2	K	2.41	Phys.Rev.B, 87(2013)180501
3901	Cu(Sm,Ce)2(Ba,Sm)2Cu2O10-z	Sm6Ba4Ce2Cu9OZ	Cu1222	K	12.0	J.PHYS.SOC.JAPAN,58(1989)3363
150421	Pr(Os,Ru)4Sb12	Pr1Os2.8Ru1.2Sb12	skutterudite	K	1.05	Physica B, 403(2008)1038
2507	(Nd,Ce)2(Cu,Zn)O4	Nd1.85Ce0.15Cu0.99Zn0.01O4	T'	K	15.1	PHYS.REV.B,43(1991)10489
101250	Ga0.25Si0.75V3	Ga0.25Si0.75V3		K	18.6	LT-13,  P=475
6199	YBa2Cu3HxOz	Y1Ba2Cu3H0.92O6.91	Y123	K	80.8	Soviet Phys.;Solid State 31(1989)2056
157581	Th(Co,Ni)C2	Th1Co0.7Ni0.3C2	CeNiC2	K	10.34	Phys.Rev. B, 96(2017)014507
158347	Li1-xFexOHFeS	Li0.29Fe1.71S1H1O1		K	2.18	Mat.Chem.Phys., 217(2018)451
807		Bi2Ca1.5Y0.5Sr1Cu2O8+Z		K	65.0	Physica C159(1989)87
106020	LaRu4As12	La1Ru4As12	skutterudite	K	10.3	Phys.Rev.B, 56(1997)7866
104066		Ir2Y1	MgCu2(Laves)	K	1.09	PRENUM PRESS 1973
153421	GaxV2Al20	Ga0.1V2Al20		K	1.53	J.Phys.Soc.Jpn, 81(2012)124707
4072	(La,Sr)2CuO4	La1.96Sr0.04Cu1O4	T	K	9.5	Phys.Rev.B,41(1990)2520
152058	(Lu,Gd)RuB2	Lu0.9Gd0.1Ru1B2	LuRuB2	K	6.4	Solid State Commun., 40(1981)237
7949	(Pb,Cu)(Sr,La)2CuOz	Pb0.5Cu0.5Sr0.8La1.2Cu1O5.01	Pb1201	K	38.7	Physica.C,268(1996)95-99
113300	Mg(B,C)2	Mg1B1.9C0.1	AlB2	K	34.3	Phys.Rev.B, 71(2005)024533
112663	(Mg,Sc)B2	Mg0.98Sc0.02B2	AlB2	K	39.0	Phys.Rev.B, 70(2004)134514
40742	Bi2Ni3S2	Bi2Ni3S2		K	0.79	J.Phys.Condens.Matter, 18(2006)4417
131205	YSe	Se1Y1	NaCl	K	4.0	Phys.Rev.Lett., 49(1982)1030
102837	Ta2B1	B1Ta2		K	3.12	PRENUM PRESS 1973
104340		C1Nb0.4Ta0.6		K	0.01	PRENUM PRESS 1973
156194	Bi(O,F)BiS2	Bi2.14F0.27S2O0.73		K	2.7	Supercond.Sci.Technol., 28(2015)015008
151645	Fe(Se,Te)	Fe1Se0.25Te0.75	PbO	K	13.7	J.Phys.Soc.Jpn, 78(2009)113701
106286	(Sn,Ge,In)Te	Sn0.756Ge0.084In0.16Te1		K	2.32	Physica C,333(2000)31-40
150863	CaC6	C6Ca1	GIC	K	11.6	Phys.Rev.B, 78(2008)060506
33318	Y(Ba,Sr)2Cu4O8	Y1Ba1.36Sr0.64Cu4O8	Y124	K	81.0	Phys.Rev.B, 65(2002)94518
156195	Bi(O,F)BiS2	Bi2.14F0.24S2O0.76		K	3.5	Supercond.Sci.Technol., 28(2015)015008
1637	HoBa2Cu3O7	Ho1Ba2Cu3OZ	Y123	K	92.4	Physica B+C, 148(1987)453
9940	(Gd,Pr)Ba2Cu3O7	Y0.65Pr0.35Ba2Cu3O6.6	Y123	K	21.5	Physica B, 281(2000)909
157951	beta-Ga	Ga1		K	6.04	Phys.Rev.B, 97(2018)184517
103088		Nb1O1		K	1.25	PRENUM PRESS 1973
11914	(Yb,Pr)(Ba,Sr)2Cu3O7-d	Yb0.8Pr0.2Ba1.7Sr0.3Cu3O6.92		K	76.0	Phys.Rev.B,52(1995)10504
155682	Sn0.8In0.2(Te1-xSex)	Sn0.8In0.2Te0.95Se0.05		K	3.3	J.Solid State Chem., 229(2015)124
157663	Ga41Mo7V	Ga41Mo7V1		K	9.2	Phys.Rev.B,  96(2017)134504
10249	Y(Ba,Sr)2Cu4O8	Y1Ba1.6Sr0.4Cu4O7.95		K	82.0	Phys.Rev.B, 50(1994)1171
40365	(Tl,Pb)Sr2Ca(Cu,Co)2O7	Tl0.5Pb0.5Sr2Ca1Cu2.95Co0.05O7	Tl1212	K	53.0	Solid State Commun., 135(2005)214
158255	YPt2Ge2	Y1Pt2Ge2	CaBe2Ge2	K	1.6	Physica B, 536(2018)767
111744	(Ho,Lu)Ni2B2C	Ho0.15Lu0.85Ni2B2C1	LuNi2B2C	K	15.1	J.Mag.Mag.Mat., 187(1998)309
8872	YBa2Cu3Oz	Y1Ba2Cu3O6.52	Y123	K	55.0	Phys.Rev.B,45(1992)10071
7766	Nd(Ba,Nd)2Cu3Oz	Nd1.5Ba1.5Cu3O7.12	Y123	K	15.4	J.Mater.Res.12(1997)2907
152692	UPd2Al3	U1.01Pd2Al3	PrNi2Al3	K	1.88	J.Alloys Compd., 213(1994)509
10113	(La,Sr)2CuO4	La1.82Sr0.18Cu1O4	T	K	34.6	Phys.Rev.B, 49(1994)9084
112495	Th1-xPrx	Pr0.251Th0.749		K	0.53	HELV.PHYS.ACTA,41(1968)723
150241	LuRe2	Lu1Re2	MgZn2(Laves)	K	1.7	J.Less-Common Met., 81(1981)349
103139	Mo0.62Os0.38	Mo0.62Os0.38		K	5.65	PRENUM PRESS 1973
100695	Bi3Rh1	Bi3Rh1		K	3.2	Zh.Eksp.Teor.Fiz, 28(1955)237
8156	LaBa2Cu3O7	La1Ba2Cu3OZ	Y123	K	70.3	Physica.C,301(1998)29-38
1439	GdBa2Cu3O7	Gd1Ba2Cu3O7-Z	Y123	K	92.7	Jpn.J.Appl.Phys., 27(1988)L333
2832	Tl(Ba,La)2CuO5	Tl1Ba1.6La0.4Cu1O5-Y	Tl1201	K	39.1	PHYSICA C,178(1991)193
150959	(La,Ca)2CuO4	La1.9Ca0.1Cu1O4	T	K	19.5	Physica C, 185-189(1991)1345
43068	(M)0.33TaS2	M0.33Ta1S2	TX2	K	2.95	J.Chem.Phys., 55(1971)3525
156073	LaFeP(O,F)	La1Fe1P1F0.05O0.95	oxypnictide	K	6.7	Phys.Rev.B, 89(2014)064511
4485	(Gd,Pr,Ce)2CuO4	Gd0.32Pr1.53Ce0.15Cu1O4		K	13.6	SOLID STATE COMMUN.,84(1992)721
112833	Ta1-xNbx	Nb0.025Ta0.975		K	4.465	J.Phys.Soc.Japan, 29(1970)1209
150726	(Ba,K)Fe2As2	Ba0.6K0.4Fe2As2	ThCr2Si2	K	38.0	cond-mat/0805.4630(Phys.Rev.Lett., 101(2008)107006)
140016	Cu1-xGex	Cu0.85Ge0.15		K	0.084	PHYS.REV.B,1(1970)3002
90271	Ce(Rh,Co)In5	Ce1Rh0.4Co0.6In5	HoCoGa5	K	1.43	Phys.Rev.B, 72(2005)024551
1143	Bi2(Sr,Bi)2CaCu2O8	Bi2.2Sr1.8Ca1Cu2OY	Bi2212	K	90.0	PHYS.REV.B,39(1989)2255
4012	TlSr2CaCu2(O,F)z	Tl1Sr2Ca1Cu2F0.5OZ	Tl1212	K	50.0	SOLID STATE COMMUN.,83(1992)895
104020		In0.95Pb0.05		K	3.6	PRENUM PRESS 1973
112022	Nb1-xMox	Mo0.02Nb0.98		K	8.24	PHYS.REV.,123(1961)1569
1568	Bi2Sr2(Ca,Er)Cu2O8	Bi4Sr4Ca1Er1Cu4O16+Y	Bi2212	K	32.9	PHYSICAL REVIEW B.,39(1989)4316
12806	(Yb,Pr)Ba2Cu3O7	Yb0.925Pr0.075Ba2Cu3O6.97	Y123	K	89.0	Phys.Rev.B,53(1996)11855
106350	(Ho,La)Ni2B2C	Ho0.95La0.05Ni2B2C1	LuNi2B2C	K	6.62	Physica C,315(1999)91-98
6239	YBa2Cu3HxO7	Y1Ba2Cu3H0.06O6.91	Y123	K	92.8	Jpn.J.Appl.Phys.Lett.27(1988)L252-L258
34613	(Ga,Cd)Sr2(Y,Ca)Cu2O7	Ga0.95Cd0.05Sr2Y0.7Ca0.3Cu2O7+z	Ga1212	K	27.5	Physica C, 415(2004)1
1598	YBa2(Cu,Fe)3O7	Y1Ba2Cu2.97Fe0.03O7-Z	Y123	K	84.0	PHYSICA C,152(1988)339
8400	(Ba,K)BiO3	Ba0.59K0.41Bi1O3	BKBO	K	31.0	Phys.rev.B,58(1998)12355
157631	LixMyTiSe2	Li0.2M1Ti1Se2		K	2.4	J.Phys.Soc.Jpn, 86(2017)104701
33969	Tl2Ba2(Ca,Y)(Cu,Co)2O8	Tl2Ba2Ca0.8Y0.2Cu1.96Co0.04O8+z	Tl2212	K	66.8	Physica C, 390(2003)120
109294	Na2CsC60	Na2Cs1C60	fullerene	K	10.5	Nature , 362(1993)433
30517	YBa2Cu3Oz	Y1Ba2Cu3O6.66	Y123	K	64.2	Phys.Rev.B,61(2000)741-749
158635	BaFe2S3	Ba1Fe2S3	LAD	K	24.0	Supercond.Sci.Technol., 31(2018)105002
1789	(La,Sr)2CuO4	La1.85Sr0.15Cu1O4-Y	T	K	37.0	PHYS.REV.B,36(1987)5735
20161		Bi2.1Sr1.45Ca1.21Cu2Pb0.09O8+z	Bi2212	K	60.0	Zhurnal neorganicheskoykhimii, 41(1996)921-926
111992	Pd(Tl,Pb)2	Pd1Tl1Pb1	CuAl2	K	1.78	J.LESS-COMMON METALS,27(1972)281
11957	YBa2(Cu,Zn)3O7	Y1Ba2Cu2.79Zn0.21O7	Y123	K	24.2	Phys.Rev.B,52(1995)10474
105094	Th(Fe1-xCox)3	Fe3Th7		K	2.09	Physica C, 230(1994)159-162
12008	(Ca,La)(Ba,La)2Cu3O7	Ca0.1Ba1.65La1.25Cu3O7.06	Y123	K	41.9	Phys.Rev.B,52(1995)12982
111486	V9Cr1	Cr0.1V0.9		K	3.3	J.Phys.Soc.Jpn, 64(1995)4049
5188	(Er,Pr)Ba2Cu3O7	Er0.924Pr0.076Ba2Cu3O7	Y123	K	91.1	Phys.Rev.B, 49(1994)15993
151654	(La,Sr)2CuO4	La1.85Sr0.15Cu1O4	T	K	39.0	Physica C.233(1994) 395-401
157294	BaFe2(As,P)2	Ba1Fe2As1.34P0.66	ThCr2Si2	K	30.0	Nat.Cmmun., 5(2014)5657
6656	(Y,Pr)Ba2Cu3Oz	Y0.6Pr0.4Ba2Cu3O6.8	Y123	K	33.9	Physica.C,263(1996)336-339
154589	(Ir,Pd)Te2	Ir0.95Pd0.05Te2		K	2.5	Phys.Rev.B, 89(2014)100501
5167	(Nd,Pr)Ba2Cu3O7	Nd0.7Pr0.3Ba2Cu3O7	Y123	K	5.6	Phys.Rev.B, 49(1994)15993
156620	(Ba,K)Fe2As2	Ba0.812K0.188Fe2As2	ThCr2Si2	K	13.0	Phys.Rev.B, 93(2016)214519
4145	Bi2212-film	Bi2Pb1Sr2Ca2Cu4OZ		K	65.0	Physica B, 165(1990)1601
6460	(Y,Ca)(Ba,La)2Cu3Oz	Y0.4Ca0.6Ba1.1La0.9Cu3O7.12	Y123	K	82.0	PHYS.C.159(1989)760
104221		Pd6Se1		K	0.66	PRENUM PRESS 1973
110208	LaRh3B2	La1Rh3B2	CeCo3B2	K	2.82	Springer-Verlag, 1982,
155077	(Ce,Nd)O0.3F0.7BiS2	Ce0.2Nd0.8Bi1S2F0.7O0.3	CeOBiS2	K	4.31	J.Phys.Soc.Jpn, 84(2015)044712
9797	Bi2Sr2Ca(Cu,Sn)2O8	Bi2Sr2Ca1Cu1.8Sn0.2O8+z	Bi2212	K	84.5	J.Supercond., 13(2000)137
154179	LaSb2	La1Sb2	SmSb2	K	1.2	Phys.Rev.B, 87(2013)214504
156197	SrPtAs	Sr1Pt1As1	KZnAs	K	2.45	Phys.Rev.B, 87(2013)180503
151382	LaFePO	La1Fe1P1O1	oxypnictide	K	6.6	New J.Phys., 11(2009)025018
112538	Ir1-xWx	Ir0.973W0.027		K	0.125	PHYS.REV.,165(1968)533 545
112417	(Nb,Hf)Nx	Nb0.1Hf0.9N1	NaCl	K	5.47	J.APPL.PHYS.,38(1967)2268
50027	CuxSn1-x	Cu50Sn50	AMOR	K	3.26	Physica B, 263-264(1999)296
102325	Ti1	Ti1	Mg	K	0.4	PHYS.REV.,123(1961)1569
6477	HgBa2CuO4	Hg1Ba2Cu1O4.27	Hg1201	K	86.7	Physica.C,251(1995)216-218
113280	AgB2	Ag1B2		K	6.7	J.Phys.Soc.Jpn, 73(2004)2639
151268	alpha-FeSe	Fe1Se0.88	PbO	K	8.0	Proc.Nat.Acad.Sci., 105(2008)14262
101696	Mo0.05Nb0.95	Mo0.05Nb0.95		K	8.0	PHYS.REV.,158(1967)340
8814	(Hg,Cu)Ba2CuOz	Hg0.8Ba2Cu1.2O4+Z	Hg1201	K	55.0	Physica C,314(1999)196-204
153316	Sr(Fe,Pt)2As2	Sr1Fe1.8Pt0.2As2	ThCr2Si2	K	15.8	Physica C, 471(2011)600
152507	(Y,Gd)Ni2B2C	Y0.74Gd0.26Ni2B2C1	LuNi2B2C	K	5.935	Phys.Rev.B, 82(2010)174513
5620	Gd Ba2 Cu3 O7	Gd1Ba2Cu3O7-z	Y123	K	92.0	Physica C.,242(1995)155-163
